tweet,emotion,clean_text,clean_text2
موافقم.شاید نباید از کوره در میرفتید و اینقدر عصبی میشدید چون رشته کلام از دستتون خارج میشد.اما زیباکلام هم گرگ بارون دیده‌ست.شاید حرفاش باعث شد که عصبی بشید.چهل ساله کارش همینه  به هر حال چقدر خوبه انتقادپذیر هستید.اینم تجربه‌ایه برای شما و آقای گلریز واسه مناظرات آینده,4,موافقمشاید نباید از کوره در میرفتید و اینقدر عصبی میشدید چون رشته کلام از دستتون خارج میشداما زیباکلام هم گرگ بارون دیدهستشاید حرفاش باعث شد که عصبی بشیدچهل ساله کارش همینه به هر حال چقدر خوبه انتقادپذیر هستیداینم تجربهایه برای شما و آقای گلریز واسه مناظرات آینده,"['موافقمشاید', 'کوره', 'میرفتید', 'اینقدر', 'عصبی', 'میشدید', 'رشته', 'کلام', 'دستتون', 'خارج', 'میشداما', 'زیباکلام', 'گرگ', 'بارون', 'دیدهستشاید', 'حرفاش', 'عصبی', 'بشیدچهل', 'کارش', 'همینه', 'چقدر', 'خوبه', 'انتقادپذیر', 'هستیداینم', 'تجربهایه', 'گلریز', 'واسه', 'مناظرات', 'آینده']"
عجبب،تو روحشون همجنسگران مگه!؟  درواقع همجنس‌باز،دیگه زن میخوان چیکار میان زن هم میگیرن,6,عجببتو روحشون همجنسگران مگه درواقع همجنسبازدیگه زن میخوان چیکار میان زن هم میگیرن,"['عجببتو', 'روحشون', 'همجنسگران', 'مگه', 'درواقع', 'همجنسبازدیگه', 'زن', 'میخوان', 'چیکار', 'زن', 'میگیرن']"
تکلیف حکم هایی که قاضی های فاسد صادر کرده اند چی میشه؟؟,0,تکلیف حکم هایی که قاضی های فاسد صادر کرده اند چی میشه,"['تکلیف', 'حکم', 'قاضی', 'فاسد', 'صادر', 'کردهاند', 'چی', 'میشه']"
ایشالا کسب وکارت پر رونق باشه تا بتونی بیشتر روزی رسون باشی,2,ایشالا کسب وکارت پر رونق باشه تا بتونی بیشتر روزی رسون باشی,"['ایشالا', 'کسب', 'وکار', 'رونق', 'باشه', 'بتونی', 'روز', 'رسون', 'باش']"
نمی‌دونم راجع به چی صحبت می‌کنی,6,نمیدونم راجع به چی صحبت میکنی,"['نمیدونم', 'راجع', 'چی', 'صحبت', 'میکنی']"
خب حالا نصفه شبی,0,خب حالا نصفه شبی,"['خب', 'نصفه', 'شبی']"
چطوری عقده ای,0,چطوری عقده ای,"['چطور', 'عقده']"
خدایی ترس هم دارن,1,خدایی ترس هم دارن,"['خدایی', 'ترس', 'دارن']"
ای بابا چرا میخوای دریارو کثیف کنی ؟ https://t.co/rp1cVXGAlp,0,ای بابا چرا میخوای دریارو کثیف کنی,"['ای', 'بابا', 'میخوای', 'دریارو', 'کثیف', 'کن']"
استاد انقدر بزرگ بودن که مگه سوال جواب هم میشن,4,استاد انقدر بزرگ بودن که مگه سوال جواب هم میشن,"['استاد', 'انقدر', 'مگه', 'سوال', 'جواب', 'میشن']"
خیلی هم خوبه,2,خیلی هم خوبه,['خوبه']
واقعیت اینه که هدفمون این نیست که متنفر بشیم  بلکه از علاقه ی زیاد بالا میاریم!!!  باید گفت انقد گوش میدیم که بدمون میاد!   ولی این چیزی از جذابیت های ما کم نمیکنه!!!,4,واقعیت اینه که هدفمون این نیست که متنفر بشیم بلکه از علاقه ی زیاد بالا میاریم باید گفت انقد گوش میدیم که بدمون میاد ولی این چیزی از جذابیت های ما کم نمیکنه,"['واقعیت', 'اینه', 'هدفمون', 'متنفر', 'بش', 'علاقه', 'میار', 'انقد', 'گوش', 'مید', 'بدمون', 'میاد', 'جذابیت', 'نمیکنه']"
نه اخه تقریبا همسن بودیم فازش عجیب بود,6,نه اخه تقریبا همسن بودیم فازش عجیب بود,"['اخه', 'تقریبا', 'همسن', 'بودیم', 'فاز', 'عجیب']"
اونی که احساس یه دخترو میکشه...وحشتناکه,1,اونی که احساس یه دخترو میکشهوحشتناکه,"['اونی', 'احساس', 'یه', 'دخترو', 'میکشهوحشتناکه']"
این جمله ترسناک تره   ...],1,این جمله ترسناک تره,"['جمله', 'ترسناک', 'تره']"
امشب یه لیست ازتون درست کردم؛  پرایوت و 52 نفره   آخه خیلی خوبید بی عُرضه‌ها   همشم دختر نیستا     دوستون دارم حسودای پلاستیکی,0,امشب یه لیست ازتون درست کردم پرایوت و 52 نفره آخه خیلی خوبید بی عرضهها همشم دختر نیستا دوستون دارم حسودای پلاستیکی,"['امشب', 'یه', 'لیست', 'ازتون', 'درست', 'پرایوت', 'نفره', 'آخه', 'خوبید', 'عرضه', 'هم', 'دختر', 'نیستا', 'دوستون', 'دار', 'حسودای', 'پلاستیک']"
از لحاظ آینده تحصیلی مچ نیستیم   انقدر از این جمله بدم میاد که حد نداره! متنفرم...,3,از لحاظ آینده تحصیلی مچ نیستیم انقدر از این جمله بدم میاد که حد نداره متنفرم,"['آینده', 'تحصیلی', 'مچ', 'نیستیم', 'انقدر', 'جمله', 'بدم', 'میاد', 'نداره', 'متنفر']"
من خودم غر میزنم ولی از اونا هم بدم میاد,3,من خودم غر میزنم ولی از اونا هم بدم میاد,"['خودم', 'غر', 'میزنم', 'اونا', 'بدم', 'میاد']"
به به. امروز تو فاز شکست عشقی ای هاا,4,به به امروز تو فاز شکست عشقی ای هاا,"['بهبه', 'امروز', 'فاز', 'شکست', 'عشقی', 'هاا']"
ای بابا دارم میگم من خودم بودم میگی عددو از کجا فهمیدی این همه بی اعتمادی دلیلش چیه,6,ای بابا دارم میگم من خودم بودم میگی عددو از کجا فهمیدی این همه بی اعتمادی دلیلش چیه,"['ای', 'بابا', 'دار', 'میگ', 'خودم', 'بودم', 'میگ', 'عددو', 'کجا', 'فهمیدی', 'اعتماد', 'دلیل', 'چیه']"
فوق چی؟,4,فوق چی,['چی']
واییی منم از آمپول می ترسم اصلا واسه همین سعی می کنم مریض نشم,1,واییی منم از آمپول می ترسم اصلا واسه همین سعی می کنم مریض نشم,"['وای', 'منم', 'آمپول', 'میترسم', 'اصلا', 'واسه', 'مریض', 'نشم']"
عجب بلاییه,6,عجب بلاییه,"['عجب', 'بلاییه']"
یاصاحب وحشت,1,یاصاحب وحشت,"['یاصاحب', 'وحشت']"
چه مثالیم زد  خب درد اینکه نمیشه راجبش با کسی حرف بزنم اصن یه حال مزخرفیه,5,چه مثالیم زد خب درد اینکه نمیشه راجبش با کسی حرف بزنم اصن یه حال مزخرفیه,"['مثال', 'زد', 'خب', 'درد', 'نمیشه', 'راجبش', 'حرف', 'بزن', 'اصن', 'یه', 'مزخرفیه']"
تو یک مرد وحشتناکی ازونا که همیشه میترسم گیرم بیاد,1,تو یک مرد وحشتناکی ازونا که همیشه میترسم گیرم بیاد,"['مرد', 'وحشتناک', 'ازونا', 'میترسم', 'گیر', 'بیاد']"
بر عکس به خونه زنگ زدن گفتن دخترتون و زنبور نیش زده داره سکته میکنه از ترس بیایین ببریدش دکتر بابام تازه نیم ساعت بعد اومد گفت چه خبرته انقد گریه کردی ؟؟,1,بر عکس به خونه زنگ زدن گفتن دخترتون و زنبور نیش زده داره سکته میکنه از ترس بیایین ببریدش دکتر بابام تازه نیم ساعت بعد اومد گفت چه خبرته انقد گریه کردی,"['عکس', 'خونه', 'زنگ', 'زدن', 'گفتن', 'دخترتون', 'زنبور', 'نیش', 'زده', 'داره', 'سکته', 'میکنه', 'ترس', 'بیایین', 'ببریدش', 'دکتر', 'بابا', 'تازه', 'نیم', 'ساعت', 'اومد', 'خبرته', 'انقد', 'گریه', 'کردی']"
کجاش ترسناکه,6,کجاش ترسناکه,"['کجا', 'ترسناکه']"
طرح  گشایش  ورود  مدنظر رئیس جمهور     هر چهار گزاره، ترسناکن,1,طرح گشایش ورود مدنظر رئیس جمهور هر چهار گزاره ترسناکن,"['طرح', 'گشایش', 'ورود', 'مدنظر', 'رئیسجمهور', 'گزاره', 'ترسناکن']"
جراحی داشت لثم خوب بودم سوزن و نخ رودیدم واسه بخیه از ترس نه از درداااا چنان جیغی زدم که دکتر فکر کنم ترسید و بد باهام دعوا کرد  ولی خدایی تجربه بدی بود و به این نتیجه رسیدم به هیچ عنوان دندون پزشک خانوم دیگه مراجعه نکنم,1,جراحی داشت لثم خوب بودم سوزن و نخ رودیدم واسه بخیه از ترس نه از درداااا چنان جیغی زدم که دکتر فکر کنم ترسید و بد باهام دعوا کرد ولی خدایی تجربه بدی بود و به این نتیجه رسیدم به هیچ عنوان دندون پزشک خانوم دیگه مراجعه نکنم,"['جراحی', 'لثم', 'بودم', 'سوزن', 'نخ', 'رودیدم', 'واسه', 'بخیه', 'ترس', 'دردا', 'چنان', 'جیغ', 'زدم', 'دکتر', 'ترسید', 'بد', 'با', 'دعوا', 'خدایی', 'تجربه', 'بدی', 'نتیجه', 'رسید', 'عنوان', 'دندون', 'پزشک', 'خانوم', 'دیگه', 'مراجعه', 'نکنم']"
شما مگه میتونید   ؟,6,شما مگه میتونید,"['مگه', 'میتونید']"
موش ترسوی اینجا ممکن است در جایی دیگر قهرمانی دلاور باشد,4,موش ترسوی اینجا ممکن است در جایی دیگر قهرمانی دلاور باشد,"['موش', 'ترسو', 'قهرمانی', 'دلاور']"
نمیدن خب,4,نمیدن خب,"['نمیدن', 'خب']"
تا الان با این جمله تعدادشون به چند رسیده؟,4,تا الان با این جمله تعدادشون به چند رسیده,"['الان', 'جمله', 'تعدادشون', 'رسیده']"
خدایی با همین زبونتون خر میشیم,4,خدایی با همین زبونتون خر میشیم,"['خدایی', 'زبونتون', 'خر', 'میش']"
من همیشه میگم اینجایی که فیلم ساکت میشه هیچ صدایی نداره حتما بعدش یه صدای وحشتناک میاد از هیچی نترس  ولی باز یهویی میرینم به خودم,1,من همیشه میگم اینجایی که فیلم ساکت میشه هیچ صدایی نداره حتما بعدش یه صدای وحشتناک میاد از هیچی نترس ولی باز یهویی میرینم به خودم,"['میگ', 'اینجا', 'فیلم', 'ساکت', 'میشه', 'صدایی', 'نداره', 'حتما', 'بعد', 'یه', 'صدای', 'وحشتناک', 'میاد', 'هیچی', 'نترس', 'یهو', 'میرینم', 'خودم']"
هیچکدوم  همه چی اوکیه حاجی نترس,4,هیچکدوم همه چی اوکیه حاجی نترس,"['هیچکدوم', 'چی', 'اوکیه', 'حاجی', 'نترس']"
ماجرا چيه؟؟؟؟   @BTS_twt,4,ماجرا چيه,"['ماجرا', 'چیه']"
حالا یه بار هم قمه عشق یک نفر را بیابون پرور کرده!! شماناراحت شدین! ای بابا!به روخوانی شعر دیگران،به آزادی قلم احترام بزارید!,4,حالا یه بار هم قمه عشق یک نفر را بیابون پرور کرده شماناراحت شدین ای بابابه روخوانی شعر دیگرانبه آزادی قلم احترام بزارید,"['یه', 'قمه', 'عشق', 'نفر', 'بیابون', 'پرور', 'شماناراحت', 'شدین', 'ای', 'بابابه', 'روخوانی', 'شعر', 'دیگرانبه', 'آزادی', 'قلم', 'احترام', 'بزارید']"
دیشب ترسناک تر بود,1,دیشب ترسناک تر بود,"['دیشب', 'ترسناک']"
در حد جنون  شب تا صبح و صبح تا شب,4,در حد جنون شب تا صبح و صبح تا شب,"['جنون', 'شب', 'صبح', 'صبح', 'شب']"
شما چرا؟ با اين سطح از آگاهي همچين اظهار نظري از شما بعيده! ايشون امروز عازم نيويورك بودن، چون چمدوناشونو نبسته بودن جايگاهو ترك كردن ، هشتگ انصاف,6,شما چرا با اين سطح از آگاهي همچين اظهار نظري از شما بعيده ايشون امروز عازم نيويورك بودن چون چمدوناشونو نبسته بودن جايگاهو ترك كردن هشتگ انصاف,"['سطح', 'آگاهی', 'همچین', 'اظهار', 'نظری', 'بعیده', 'ایشون', 'امروز', 'عازم', 'نیویورک', 'چمدوناشونو', 'نبسته', 'جایگاهو', 'ترک', 'هشتگ', 'انصاف']"
واییی ی حمیدددددد     بگوببینم دقیقا این اتفاق کی افتاد؟     اخه همسایه بقلی مام همچین اتفاقی افتاد.    نکنه همسایه ایم     ببینم تو کدوم حمیدی؟     حمید سمت چپی یا بالای,6,واییی ی حمیدددددد بگوببینم دقیقا این اتفاق کی افتاد اخه همسایه بقلی مام همچین اتفاقی افتاد نکنه همسایه ایم ببینم تو کدوم حمیدی حمید سمت چپی یا بالای,"['وای', 'ی', 'حمید', 'بگوببینم', 'دقیقا', 'اتفاق', 'کی', 'افتاد', 'اخه', 'همسایه', 'بقلی', 'مام', 'همچین', 'اتفاقی', 'افتاد', 'نکنه', 'همسایه', 'ببینم', 'کدوم', 'حمیدی', 'حمید', 'چپی', 'بالای']"
از این آدم باید ترسید(خودتو میگم),1,از این آدم باید ترسیدخودتو میگم,"['آدم', 'ترسیدخودتو', 'میگ']"
نکبت بودن واقعی جنگ رو برید ازکسایی بپرسید که بخاطر اثرات جنگ و موجی شدن عزیزانشون هیچوقت نتونستن عاشقشون بشن کسایی که هستن خیلی وقتها آرزوی نبودشنشون میکنی بعدخیلی زود از خودت متنفرمیشی    #نه_به_جنگ,3,نکبت بودن واقعی جنگ رو برید ازکسایی بپرسید که بخاطر اثرات جنگ و موجی شدن عزیزانشون هیچوقت نتونستن عاشقشون بشن کسایی که هستن خیلی وقتها آرزوی نبودشنشون میکنی بعدخیلی زود از خودت متنفرمیشی,"['نکبت', 'واقعی', 'جنگ', 'برید', 'ازکسایی', 'بپرسید', 'بخاطر', 'اثرات', 'جنگ', 'موجی', 'عزیزانشون', 'هیچوقت', 'نتونستن', 'عاشقشون', 'بشن', 'کسا', 'هستن', 'وقت', 'آرزوی', 'نبودشنشون', 'میکنی', 'بعدخیلی', 'زود', 'خودت', 'متنفرمیشی']"
ینی موندم تو این همه تجربه رو از کجا آوردی  اره خدای  مامانم همش میگه وسواس شدی  بش میگم میترسم یکی این آرامش روازم بگیره  چرا هیشکی نفهمید ولی تو فهمیدی  ⁦ ⁩⁦ ⁩,6,ینی موندم تو این همه تجربه رو از کجا آوردی اره خدای مامانم همش میگه وسواس شدی بش میگم میترسم یکی این آرامش روازم بگیره چرا هیشکی نفهمید ولی تو فهمیدی,"['ینی', 'موندم', 'تجربه', 'کجا', 'آوردی', 'اره', 'خدای', 'مامان', 'همش', 'میگه', 'وسواس', 'شدی', 'بش', 'میگ', 'میترسم', 'آرامش', 'رواز', 'بگیره', 'هیشکی', 'نفهمید', 'فهمیدی']"
عمه ی منم بدجورررررررر بسیجیه ولی از بابام میترسه هیچی نمیگه به من,1,عمه ی منم بدجورررررررر بسیجیه ولی از بابام میترسه هیچی نمیگه به من,"['عمه', 'منم', 'بدجور', 'بسیجیه', 'بابا', 'میترسه', 'هیچی', 'نمیگه']"
به به,2,به به,['بهبه']
خخخ جوگیر میشن مثلا میگه دکتر امروز جراحی داره انگار خودشو داره میگه,4,خخخ جوگیر میشن مثلا میگه دکتر امروز جراحی داره انگار خودشو داره میگه,"['خخ', 'جوگیر', 'میشن', 'مثلا', 'میگه', 'دکتر', 'امروز', 'جراحی', 'داره', 'انگار', 'خودشو', 'داره', 'میگه']"
به قورعان  اصلا یه طور عجیبی ترافیکه,6,به قورعان اصلا یه طور عجیبی ترافیکه,"['قورعان', 'اصلا', 'یه', 'عجیبی', 'ترافیکه']"
تولدت مبارک   ۱۲۰ ساله بشی الهی  https://t.co/12UrbgOjQS,2,تولدت مبارک ۱۲۰ ساله بشی الهی,"['تولد', 'مبارک', 'بش', 'الهی']"
عجب تمثیلی,6,عجب تمثیلی,"['عجب', 'تمثیلی']"
از این جور زن‌ها در هر طایفه‌ای پیدا میشه، مامانم میخواد خفش کنه راحت شیم,3,از این جور زنها در هر طایفهای پیدا میشه مامانم میخواد خفش کنه راحت شیم,"['جور', 'زنها', 'طایف', 'میشه', 'مامان', 'میخواد', 'خفش', 'کنه', 'راحت', 'شیم']"
ی جور مفتضحی مردم انتظار راستگویی و جواب درست از اینا دارن انگار نه میلیارد و من گم کردم  وا بدید,6,ی جور مفتضحی مردم انتظار راستگویی و جواب درست از اینا دارن انگار نه میلیارد و من گم کردم وا بدید,"['ی', 'جور', 'مفتضح', 'مردم', 'انتظار', 'راستگویی', 'جواب', 'درست', 'اینا', 'دارن', 'انگار', 'میلیارد', 'گم', 'وا', 'بدید']"
بوش? چرا بوش؟   مگه اینجور چیزا تجهیزات پزشکی نیستن؟,6,بوش چرا بوش مگه اینجور چیزا تجهیزات پزشکی نیستن,"['بوش', 'بوش', 'مگه', 'اینجور', 'چیزا', 'تجهیزات', 'پزشکی', 'نیستن']"
والا اسب بالغه انگار,4,والا اسب بالغه انگار,"['والا', 'اسب', 'بالغه', 'انگار']"
اخه تو خیابون کی پیاز خورد میکنه؟؟خو,6,اخه تو خیابون کی پیاز خورد میکنهخو,"['اخه', 'خیابون', 'کی', 'پیاز', 'خورد', 'میکنهخو']"
ما کی هستیم؟؟؟چی هستیم؟؟؟,4,ما کی هستیمچی هستیم,"['کی', 'هستیمچی']"
کسی کوفتم واسه من نمیفرسته,0,کسی کوفتم واسه من نمیفرسته,"['کوف', 'واسه', 'نمیفرسته']"
چطو به تو گیر دادن پس   ساسپند شدی !!,6,چطو به تو گیر دادن پس ساسپند شدی,"['چطو', 'گیر', 'ساسپند', 'شدی']"
دیر نشده ینی؟؟,6,دیر نشده ینی,"['دیر', 'نشده', 'ینی']"
اینقدر بیرون سرده میترسم از کلینیک بیام بیرون یخ بزنم بمیرم,1,اینقدر بیرون سرده میترسم از کلینیک بیام بیرون یخ بزنم بمیرم,"['اینقدر', 'سرده', 'میترسم', 'کلینیک', 'بیا', 'یخ', 'بزن', 'بمیر']"
واقعا شرایط بدیه,5,واقعا شرایط بدیه,"['واقعا', 'شرایط', 'بدیه']"
منم دو روزه توي تنفس با بيني كم ميارم و انگار يك وزنه سنگين روي سينه ام هست..شب ها بيشتره اين حالت  و من چون تازه عمل كردم و چند روزي بيمارستان و icu بستري بودم حتي جرات نميكنم به خانواده بگم     و مي ترسم,1,منم دو روزه توي تنفس با بيني كم ميارم و انگار يك وزنه سنگين روي سينه ام هستشب ها بيشتره اين حالت و من چون تازه عمل كردم و چند روزي بيمارستان و icu بستري بودم حتي جرات نميكنم به خانواده بگم و مي ترسم,"['منم', 'روزه', 'توی', 'تنفس', 'بینی', 'میار', 'انگار', 'وزنه', 'سنگین', 'سینه', 'هستشبها', 'بیشتره', 'حالت', 'تازه', 'عمل', 'روز', 'بیمارستان', 'icu', 'بستری', 'بودم', 'جرات', 'نمیکنم', 'خانواده', 'بگم', 'میترسم']"
چطوری کریست؟  فقط  عکس روی کارت ملیم لو نره که ازتون شکایت میکنم:/  یک دردسر بزرگ شده واسه افکارم نمیتونم بخوابم از ترس اینکه خدایی نکرده عکس روی کارت ملیم لو رفته باشه,1,چطوری کریست فقط عکس روی کارت ملیم لو نره که ازتون شکایت میکنم یک دردسر بزرگ شده واسه افکارم نمیتونم بخوابم از ترس اینکه خدایی نکرده عکس روی کارت ملیم لو رفته باشه,"['چطور', 'کریس', 'عکس', 'کارت', 'ملیم', 'لو', 'نره', 'ازتون', 'شکایت', 'دردسر', 'بزرگشده', 'واسه', 'افکار', 'نمیتونم', 'بخوابم', 'ترس', 'خدایی', 'نکرده', 'عکس', 'کارت', 'ملیم', 'لو', 'رفته', 'باشه']"
بله تمام دهه ۸۰ و ۹۰ و بچه‌ها طرفدار دنیا جهان بخت و مسی هستن اما ما بزرگترها بیشتر هدیه تهرانی و رونالدو رو دوست داریم,2,بله تمام دهه ۸۰ و ۹۰ و بچهها طرفدار دنیا جهان بخت و مسی هستن اما ما بزرگترها بیشتر هدیه تهرانی و رونالدو رو دوست داریم,"['بله', 'بچه', 'طرفدار', 'دنیا', 'جهان', 'بخت', 'مسی', 'هستن', 'بزرگتر', 'هدیه', 'تهرانی', 'رونالدو', 'دوست']"
ترم‌اول یه شهر دووور وغریب تک و تنها:(  زمستون بود خوردم به تاریکی ۱۰شب رسیدم از اتوبوس پیاده شدم‌ و هیچچچچ تاکسی نبود هیچچی نبود گوشی لنتی خاموش شد نزدیک ۱کیلومتر توو تاریکی ترسناک با یه چمدون خودمو رسوندم‌  خابگاه:(  هروقت یادم‌میفته....,1,ترماول یه شهر دووور وغریب تک و تنها زمستون بود خوردم به تاریکی ۱۰شب رسیدم از اتوبوس پیاده شدم و هیچچچچ تاکسی نبود هیچچی نبود گوشی لنتی خاموش شد نزدیک ۱کیلومتر توو تاریکی ترسناک با یه چمدون خودمو رسوندم خابگاه هروقت یادممیفته,"['ترماول', 'یه', 'شهر', 'وغریب', 'تک', 'زمستون', 'خوردم', 'تاریکی', 'شب', 'رسید', 'اتوبوس', 'پیاده', 'شدم', 'تاکسی', 'هیچچی', 'گوش', 'لنتی', 'خاموش', 'کیلومتر', 'توو', 'تاریکی', 'ترسناک', 'یه', 'چمدون', 'خودمو', 'رسوندم', 'خابگاه', 'هروق', 'یادممیفته']"
ولی من خیلی میترسم,1,ولی من خیلی میترسم,['میترسم']
چرا یه ذره رو دارن ...برا چاپیدن بیتالمال عقلشون کار میکنه,0,چرا یه ذره رو دارن برا چاپیدن بیتالمال عقلشون کار میکنه,"['یه', 'ذره', 'دارن', 'برا', 'چاپیدن', 'بیتالمال', 'عقلشون', 'کار', 'میکنه']"
آقایون غیرتی کجان که ما بزنیم,0,آقایون غیرتی کجان که ما بزنیم,"['آقایون', 'غیرتی', 'کج', 'بزن']"
اره خیلی عجیب بودن,6,اره خیلی عجیب بودن,"['اره', 'عجیب']"
پس خیلی همدرد دارم اینجا,4,پس خیلی همدرد دارم اینجا,"['همدرد', 'دار']"
یکی از حقایق تلخه‌,5,یکی از حقایق تلخه,"['حقایق', 'تلخه']"
هر چند بعید میدونم بهش بگم .. یجورایی ترسناکه واقعا کاش پسر بودم -___- بازم مرسی,1,هر چند بعید میدونم بهش بگم یجورایی ترسناکه واقعا کاش پسر بودم ___ بازم مرسی,"['بعید', 'میدونم', 'بهش', 'بگم', 'یجورایی', 'ترسناکه', 'واقعا', 'کاش', 'پسر', 'بودم', '___', 'باز', 'مرسی']"
سخته خيلي ولي چشم,4,سخته خيلي ولي چشم,"['سخته', 'چشم']"
همسرتون توییتر نداره این تویتت رو به بینه ؟,0,همسرتون توییتر نداره این تویتت رو به بینه,"['همسرتون', 'توییتر', 'نداره', 'تویتت', 'بینه']"
من ساعی میرفتم کلاس اروبیک، همیشه جلوی در پر بود از پدر و مادرا   میگفتن واسه منکراتی هاست   بازداشتی ها هم با روی خندان میومدن بیرون   به نظر نمیرسید ترسناک باشه.,1,من ساعی میرفتم کلاس اروبیک همیشه جلوی در پر بود از پدر و مادرا میگفتن واسه منکراتی هاست بازداشتی ها هم با روی خندان میومدن بیرون به نظر نمیرسید ترسناک باشه,"['ساعی', 'میرفتم', 'کلاس', 'اروبیک', 'جلوی', 'پدر', 'مادرا', 'میگفتن', 'واسه', 'منکرات', 'هاست', 'بازداشتی', 'خندان', 'میومدن', 'نمیرسید', 'ترسناک', 'باشه']"
به به چه تولدی,2,به به چه تولدی,"['بهبه', 'تولد']"
برا منم همینو فرستادی مگه نامحرمم,6,برا منم همینو فرستادی مگه نامحرمم,"['برا', 'منم', 'همینو', 'فرستادی', 'مگه', 'نامحرم']"
ترس نداره که  از فردا رقص آزاد,4,ترس نداره که از فردا رقص آزاد,"['ترس', 'نداره', 'فردا', 'رقص', 'آزاد']"
یبار دماغ یکیو شکستم,4,یبار دماغ یکیو شکستم,"['یبار', 'دماغ', 'یکیو', 'شکس']"
خوشبحالت   من میترسم,1,خوشبحالت من میترسم,"['خوشبحالت', 'میترسم']"
نمودارش بخوره تو سرش,0,نمودارش بخوره تو سرش,"['نمودار', 'بخوره', 'سرش']"
منم خيلي عصباني ميشم اگه بستري شم   از امپول ميترسم غذاشم بدمزه س,1,منم خيلي عصباني ميشم اگه بستري شم از امپول ميترسم غذاشم بدمزه س,"['منم', 'عصبانی', 'میشم', 'اگه', 'بستری', 'شم', 'امپول', 'میترسم', 'غذا', 'بدمزه', 'س']"
نمیدونم‌چرا خجالتم نمیکشن هربارم میگی باز همونن که بودن  به درختم یبار بگی میفهمه,0,نمیدونمچرا خجالتم نمیکشن هربارم میگی باز همونن که بودن به درختم یبار بگی میفهمه,"['نمیدونمچرا', 'خجال', 'نمیکشن', 'هربارم', 'میگ', 'همونن', 'درخ', 'یبار', 'بگی', 'میفهمه']"
خدا بگم چی کارت نکنه   حسابی ترسوندی ما رو    تو کیی؟!   چه حرصی داد ما رو    واقعا باورم شده بود,1,خدا بگم چی کارت نکنه حسابی ترسوندی ما رو تو کیی چه حرصی داد ما رو واقعا باورم شده بود,"['خدا', 'بگم', 'چی', 'کارت', 'نکنه', 'حسابی', 'ترسوندی', 'کیی', 'حرصی', 'واقعا', 'باور']"
واللا ما هرچي ازت ديديم جز خوبي نبوده، نيش نداشته توش   يونو(جونو)، ايزدبانوي زنان جهان تو اساطير روم ه  و البته كه ميتونه you know هم خونده شه,2,واللا ما هرچي ازت ديديم جز خوبي نبوده نيش نداشته توش يونوجونو ايزدبانوي زنان جهان تو اساطير روم ه و البته كه ميتونه you know هم خونده شه,"['واللا', 'هرچ', 'ازت', 'دید', 'نبوده', 'نیش', 'نداشته', 'توش', 'یونوجونو', 'ایزدبانوی', 'زنان', 'جهان', 'اساطیر', 'روم', 'ه', 'میتونه', 'you', 'know', 'خونده', 'شه']"
چی چند؟,4,چی چند,['چی']
همین زشتا فالوورتون باشن بهتره,0,همین زشتا فالوورتون باشن بهتره,"['زشتا', 'فالوورتون', 'باشن', 'بهتره']"
وااای منممم.   سر دکستر که گریه میکردم تا چند روز.  الانم دلم نمیاد فرندزو تند تند ببینم میترسم تموم شه :(,1,وااای منممم سر دکستر که گریه میکردم تا چند روز الانم دلم نمیاد فرندزو تند تند ببینم میترسم تموم شه,"['وای', 'منم', 'سر', 'دکس', 'گریه', 'میکردم', 'روز', 'الان', 'دلم', 'نمیاد', 'فرندزو', 'تند', 'تند', 'ببینم', 'میترسم', 'تموم', 'شه']"
آخ گفتی   اصن زجر روحیه. هنوز فک میکنن ۱۵ سالته,5,آخ گفتی اصن زجر روحیه هنوز فک میکنن ۱۵ سالته,"['آخ', 'گفتی', 'اصن', 'زجر', 'روحیه', 'فک', 'میکنن', 'سالته']"
دلم میخواد یه اسب سیاه داشته باشم  نژاد عربی ....  کنار ساحل سوارش باشم    ولی از سوار کاری میترسم !!!  جدی راهکاری بلدین برای غلبه به این  ترس!!!  منشن چرت بدی بلاکی,1,دلم میخواد یه اسب سیاه داشته باشم نژاد عربی کنار ساحل سوارش باشم ولی از سوار کاری میترسم جدی راهکاری بلدین برای غلبه به این ترس منشن چرت بدی بلاکی,"['دلم', 'میخواد', 'یه', 'اسب', 'سیاه', 'داشته_باشم', 'نژاد', 'عربی', 'ساحل', 'سوار', 'با', 'سوار', 'کار', 'میترسم', 'راهکار', 'بلدین', 'غلبه', 'ترس', 'منشن', 'چرت', 'بدی', 'بلاک']"
ای‌وای کراش   باید توچند جلسه ترستو از سوسک بریزونم,4,ایوای کراش باید توچند جلسه ترستو از سوسک بریزونم,"['ایوا', 'کراش', 'توچند', 'جلسه', 'ترستو', 'سوسک', 'بریزونم']"
چقدر ترسناک,1,چقدر ترسناک,"['چقدر', 'ترسناک']"
اخ اخ دقیقااا,4,اخ اخ دقیقااا,"['اخ', 'اخ', 'دقیقاا']"
خوب چی میشه.. جنه خیاطی دوست داره.  بالاخره باید از یه جایی شروع کنه :)  (وی از این به بعد می ترسد به چرخ خیاطی اش دست بزند ),1,خوب چی میشه جنه خیاطی دوست داره بالاخره باید از یه جایی شروع کنه وی از این به بعد می ترسد به چرخ خیاطی اش دست بزند,"['چی', 'میشه', 'جنه', 'خیاطی', 'دوست', 'داره', 'بالاخره', 'یه', 'کنه', 'میترسد', 'چرخ', 'خیاطی', 'دست', 'بزند']"
